id,tipo,descripcion,lat,lon,fecha_extraccion,cuadrante,calle
2229,sunny,Evento tipo sunny,-33.611875,-70.85999999999999,2025-04-28 21:06:51,Q8_7_4,Vespucio Sur
2230,desconocido,Evento tipo desconocido,-33.611875,-70.82,2025-04-28 21:07:00,Q8_7_5,Ñuñoa Plaza Egaña
2231,inlove,Evento tipo inlove,-33.611875,-70.82,2025-04-28 21:07:00,Q8_7_5,Estación Central
2232,desconocido,Evento tipo desconocido,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Alameda Centro
2233,happy,Evento tipo happy,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Estación Central
2234,inlove,Evento tipo inlove,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Vespucio Sur
2235,sunny,Evento tipo sunny,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Independencia
2236,cool,Evento tipo cool,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Vespucio Norte
2237,LOL,Evento tipo LOL,-33.611875,-70.77999999999999,2025-04-28 21:07:08,Q8_7_6,Macul
2238,desconocido,Evento tipo desconocido,-33.611875,-70.74,2025-04-28 21:07:16,Q8_7_7,Plaza Italia
2239,happy,Evento tipo happy,-33.611875,-70.74,2025-04-28 21:07:16,Q8_7_7,San Bernardo
2240,desconocido,Evento tipo desconocido,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Los Dominicos
2241,LOL,Evento tipo LOL,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Av. La Florida
2242,happy,Evento tipo happy,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Estación Central
2243,peaceful,Evento tipo peaceful,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Estación Central
2244,sunny,Evento tipo sunny,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Maipú
2245,ninja,Evento tipo ninja,-33.611875,-70.69999999999999,2025-04-28 21:07:24,Q8_7_8,Camino a Melipilla
2246,desconocido,Evento tipo desconocido,-33.611875,-70.65999999999998,2025-04-28 21:07:33,Q8_7_9,Apoquindo Las Condes
2247,happy,Evento tipo happy,-33.611875,-70.65999999999998,2025-04-28 21:07:33,Q8_7_9,Alameda Centro
2248,sunny,Evento tipo sunny,-33.611875,-70.65999999999998,2025-04-28 21:07:33,Q8_7_9,Puente Alto
2249,peaceful,Evento tipo peaceful,-33.611875,-70.65999999999998,2025-04-28 21:07:33,Q8_7_9,Pudahuel
2250,desconocido,Evento tipo desconocido,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Estación Central
2251,inlove,Evento tipo inlove,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Lo Barnechea
2252,happy,Evento tipo happy,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Puente Alto
2253,sunny,Evento tipo sunny,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Apoquindo Las Condes
2254,peaceful,Evento tipo peaceful,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,San Joaquín
2255,ninja,Evento tipo ninja,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Camino a Melipilla
2256,zombie,Evento tipo zombie,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Providencia
2257,LOL,Evento tipo LOL,-33.611875,-70.61999999999999,2025-04-28 21:07:41,Q8_7_10,Providencia
2258,desconocido,Evento tipo desconocido,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,Macul
2259,happy,Evento tipo happy,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,La Cisterna
2260,sunny,Evento tipo sunny,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,Las Rejas
2261,ninja,Evento tipo ninja,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,Ñuñoa Plaza Egaña
2262,peaceful,Evento tipo peaceful,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,Grecia Ñuñoa
2263,inlove,Evento tipo inlove,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,San Miguel
2264,LOL,Evento tipo LOL,-33.611875,-70.57999999999998,2025-04-28 21:07:49,Q8_7_11,San Miguel
2265,desconocido,Evento tipo desconocido,-33.611875,-70.53999999999999,2025-04-28 21:07:58,Q8_7_12,Alameda Centro
2266,inlove,Evento tipo inlove,-33.611875,-70.53999999999999,2025-04-28 21:07:58,Q8_7_12,Macul
2267,happy,Evento tipo happy,-33.611875,-70.53999999999999,2025-04-28 21:07:58,Q8_7_12,Apoquindo Las Condes
2268,sunny,Evento tipo sunny,-33.611875,-70.53999999999999,2025-04-28 21:07:58,Q8_7_12,Peñalolén
2269,peaceful,Evento tipo peaceful,-33.611875,-70.53999999999999,2025-04-28 21:07:58,Q8_7_12,Pudahuel
2270,desconocido,Evento tipo desconocido,-33.611875,-70.49999999999999,2025-04-28 21:08:06,Q8_7_13,Peñalolén
2271,happy,Evento tipo happy,-33.611875,-70.49999999999999,2025-04-28 21:08:06,Q8_7_13,Providencia
2272,desconocido,Evento tipo desconocido,-33.611875,-70.46,2025-04-28 21:08:14,Q8_7_14,San Miguel
2273,desconocido,Evento tipo desconocido,-33.611875,-70.41999999999999,2025-04-28 21:08:23,Q8_7_15,San Miguel
2274,desconocido,Evento tipo desconocido,-33.575,-70.97999999999999,2025-04-28 21:08:31,Q8_8_1,Macul
2275,desconocido,Evento tipo desconocido,-33.575,-70.93999999999998,2025-04-28 21:08:39,Q8_8_2,Camino a Melipilla
2276,desconocido,Evento tipo desconocido,-33.575,-70.89999999999999,2025-04-28 21:08:48,Q8_8_3,Providencia
2277,desconocido,Evento tipo desconocido,-33.575,-70.85999999999999,2025-04-28 21:08:56,Q8_8_4,Providencia
2278,sunny,Evento tipo sunny,-33.575,-70.85999999999999,2025-04-28 21:08:56,Q8_8_4,La Cisterna
2279,happy,Evento tipo happy,-33.575,-70.85999999999999,2025-04-28 21:08:56,Q8_8_4,Estación Central
2280,zombie,Evento tipo zombie,-33.575,-70.85999999999999,2025-04-28 21:08:56,Q8_8_4,Vespucio Sur
2281,LOL,Evento tipo LOL,-33.575,-70.85999999999999,2025-04-28 21:08:56,Q8_8_4,Lo Barnechea
2282,desconocido,Evento tipo desconocido,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Ñuñoa Plaza Egaña
2283,happy,Evento tipo happy,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Macul
2284,sunny,Evento tipo sunny,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Lo Prado
2285,zombie,Evento tipo zombie,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Lo Prado
2286,LOL,Evento tipo LOL,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Vespucio Norte
2287,inlove,Evento tipo inlove,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Los Dominicos
2288,peaceful,Evento tipo peaceful,-33.575,-70.82,2025-04-28 21:09:04,Q8_8_5,Maipú
2289,desconocido,Evento tipo desconocido,-33.575,-70.77999999999999,2025-04-28 21:09:13,Q8_8_6,Maipú
2290,sunny,Evento tipo sunny,-33.575,-70.77999999999999,2025-04-28 21:09:13,Q8_8_6,San Miguel
2291,happy,Evento tipo happy,-33.575,-70.77999999999999,2025-04-28 21:09:13,Q8_8_6,San Bernardo
2292,peaceful,Evento tipo peaceful,-33.575,-70.77999999999999,2025-04-28 21:09:13,Q8_8_6,San Joaquín
2293,desconocido,Evento tipo desconocido,-33.575,-70.74,2025-04-28 21:09:21,Q8_8_7,Huechuraba
2294,LOL,Evento tipo LOL,-33.575,-70.74,2025-04-28 21:09:21,Q8_8_7,Recoleta
2295,happy,Evento tipo happy,-33.575,-70.74,2025-04-28 21:09:21,Q8_8_7,Lo Prado
2296,zombie,Evento tipo zombie,-33.575,-70.74,2025-04-28 21:09:21,Q8_8_7,Lo Prado
2297,ninja,Evento tipo ninja,-33.575,-70.74,2025-04-28 21:09:21,Q8_8_7,Macul
2298,desconocido,Evento tipo desconocido,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Alameda Centro
2299,happy,Evento tipo happy,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Las Rejas
2300,zombie,Evento tipo zombie,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Camino a Melipilla
2301,peaceful,Evento tipo peaceful,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Peñalolén
2302,sunny,Evento tipo sunny,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Lo Prado
2303,cool,Evento tipo cool,-33.575,-70.69999999999999,2025-04-28 21:09:29,Q8_8_8,Camino a Melipilla
2304,desconocido,Evento tipo desconocido,-33.575,-70.65999999999998,2025-04-28 21:09:38,Q8_8_9,Grecia Ñuñoa
2305,zombie,Evento tipo zombie,-33.575,-70.65999999999998,2025-04-28 21:09:38,Q8_8_9,San Joaquín
2306,happy,Evento tipo happy,-33.575,-70.65999999999998,2025-04-28 21:09:38,Q8_8_9,Los Dominicos
2307,peaceful,Evento tipo peaceful,-33.575,-70.65999999999998,2025-04-28 21:09:38,Q8_8_9,San Joaquín
2308,inlove,Evento tipo inlove,-33.575,-70.65999999999998,2025-04-28 21:09:38,Q8_8_9,La Cisterna
2309,desconocido,Evento tipo desconocido,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Quinta Normal
2310,happy,Evento tipo happy,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Camino a Melipilla
2311,inlove,Evento tipo inlove,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Las Rejas
2312,ninja,Evento tipo ninja,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Macul
2313,sunny,Evento tipo sunny,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,San Bernardo
2314,LOL,Evento tipo LOL,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Recoleta
2315,peaceful,Evento tipo peaceful,-33.575,-70.61999999999999,2025-04-28 21:09:46,Q8_8_10,Independencia
2316,desconocido,Evento tipo desconocido,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Quinta Normal
2317,happy,Evento tipo happy,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Los Dominicos
2318,peaceful,Evento tipo peaceful,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Estación Central
2319,sunny,Evento tipo sunny,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Recoleta
2320,LOL,Evento tipo LOL,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Alameda Centro
2321,zombie,Evento tipo zombie,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,San Miguel
2322,ninja,Evento tipo ninja,-33.575,-70.57999999999998,2025-04-28 21:09:55,Q8_8_11,Recoleta
2323,desconocido,Evento tipo desconocido,-33.575,-70.53999999999999,2025-04-28 21:10:03,Q8_8_12,Plaza Italia
2324,happy,Evento tipo happy,-33.575,-70.53999999999999,2025-04-28 21:10:03,Q8_8_12,Plaza Italia
2325,peaceful,Evento tipo peaceful,-33.575,-70.53999999999999,2025-04-28 21:10:03,Q8_8_12,Estación Central
2326,ninja,Evento tipo ninja,-33.575,-70.53999999999999,2025-04-28 21:10:03,Q8_8_12,Lo Prado
2327,LOL,Evento tipo LOL,-33.575,-70.53999999999999,2025-04-28 21:10:03,Q8_8_12,Camino a Melipilla
2328,desconocido,Evento tipo desconocido,-33.575,-70.49999999999999,2025-04-28 21:10:11,Q8_8_13,Plaza Italia
2329,happy,Evento tipo happy,-33.575,-70.49999999999999,2025-04-28 21:10:11,Q8_8_13,Maipú
2330,peaceful,Evento tipo peaceful,-33.575,-70.49999999999999,2025-04-28 21:10:11,Q8_8_13,Huechuraba
2331,desconocido,Evento tipo desconocido,-33.575,-70.46,2025-04-28 21:10:20,Q8_8_14,Los Dominicos
2332,desconocido,Evento tipo desconocido,-33.575,-70.41999999999999,2025-04-28 21:10:28,Q8_8_15,Los Dominicos
2333,ninja,Evento tipo ninja,-33.575,-70.41999999999999,2025-04-28 21:10:28,Q8_8_15,Apoquindo Las Condes
2334,desconocido,Evento tipo desconocido,-33.538125,-70.97999999999999,2025-04-28 21:10:36,Q8_9_1,San Bernardo
2335,desconocido,Evento tipo desconocido,-33.538125,-70.93999999999998,2025-04-28 21:10:44,Q8_9_2,Costanera Norte
2336,sunny,Evento tipo sunny,-33.538125,-70.93999999999998,2025-04-28 21:10:44,Q8_9_2,Plaza Italia
2337,desconocido,Evento tipo desconocido,-33.538125,-70.89999999999999,2025-04-28 21:10:53,Q8_9_3,Macul
2338,happy,Evento tipo happy,-33.538125,-70.89999999999999,2025-04-28 21:10:53,Q8_9_3,Costanera Norte
2339,ninja,Evento tipo ninja,-33.538125,-70.89999999999999,2025-04-28 21:10:53,Q8_9_3,Vespucio Norte
2340,desconocido,Evento tipo desconocido,-33.538125,-70.85999999999999,2025-04-28 21:11:01,Q8_9_4,Camino a Melipilla
2341,happy,Evento tipo happy,-33.538125,-70.85999999999999,2025-04-28 21:11:01,Q8_9_4,Apoquindo Las Condes
2342,ninja,Evento tipo ninja,-33.538125,-70.85999999999999,2025-04-28 21:11:01,Q8_9_4,Recoleta
2343,desconocido,Evento tipo desconocido,-33.538125,-70.82,2025-04-28 21:11:09,Q8_9_5,Vespucio Sur
2344,happy,Evento tipo happy,-33.538125,-70.82,2025-04-28 21:11:09,Q8_9_5,Recoleta
2345,peaceful,Evento tipo peaceful,-33.538125,-70.82,2025-04-28 21:11:09,Q8_9_5,Estación Central
2346,sunny,Evento tipo sunny,-33.538125,-70.82,2025-04-28 21:11:09,Q8_9_5,Vespucio Sur
2347,desconocido,Evento tipo desconocido,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,San Joaquín
2348,peaceful,Evento tipo peaceful,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,Las Rejas
2349,zombie,Evento tipo zombie,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,San Bernardo
2350,LOL,Evento tipo LOL,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,Lo Prado
2351,happy,Evento tipo happy,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,Av. La Florida
2352,inlove,Evento tipo inlove,-33.538125,-70.77999999999999,2025-04-28 21:11:17,Q8_9_6,Ñuñoa Plaza Egaña
2353,happy,Evento tipo happy,-33.538125,-70.77999999999999,2025-04-28 21:11:18,Q8_9_6,Apoquindo Las Condes
2354,ninja,Evento tipo ninja,-33.538125,-70.77999999999999,2025-04-28 21:11:18,Q8_9_6,Providencia
2355,LOL,Evento tipo LOL,-33.538125,-70.77999999999999,2025-04-28 21:11:18,Q8_9_6,Maipú
2356,desconocido,Evento tipo desconocido,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Av. La Florida
2357,happy,Evento tipo happy,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Pudahuel
2358,sunny,Evento tipo sunny,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Independencia
2359,LOL,Evento tipo LOL,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Providencia
2360,peaceful,Evento tipo peaceful,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Vespucio Norte
2361,ninja,Evento tipo ninja,-33.538125,-70.74,2025-04-28 21:11:26,Q8_9_7,Costanera Norte
2362,desconocido,Evento tipo desconocido,-33.538125,-70.69999999999999,2025-04-28 21:11:34,Q8_9_8,Independencia
2363,happy,Evento tipo happy,-33.538125,-70.69999999999999,2025-04-28 21:11:34,Q8_9_8,Maipú
2364,peaceful,Evento tipo peaceful,-33.538125,-70.69999999999999,2025-04-28 21:11:34,Q8_9_8,Providencia
2365,zombie,Evento tipo zombie,-33.538125,-70.69999999999999,2025-04-28 21:11:34,Q8_9_8,La Cisterna
2366,LOL,Evento tipo LOL,-33.538125,-70.69999999999999,2025-04-28 21:11:34,Q8_9_8,Apoquindo Las Condes
2367,desconocido,Evento tipo desconocido,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,San Bernardo
2368,road-closed,Evento tipo road-closed,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,San Joaquín
2369,happy,Evento tipo happy,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,San Miguel
2370,sunny,Evento tipo sunny,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,Maipú
2371,zombie,Evento tipo zombie,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,Peñalolén
2372,ninja,Evento tipo ninja,-33.538125,-70.65999999999998,2025-04-28 21:11:43,Q8_9_9,Ñuñoa Plaza Egaña
2373,desconocido,Evento tipo desconocido,-33.538125,-70.61999999999999,2025-04-28 21:11:51,Q8_9_10,Vespucio Norte
2374,happy,Evento tipo happy,-33.538125,-70.61999999999999,2025-04-28 21:11:51,Q8_9_10,Alameda Centro
2375,LOL,Evento tipo LOL,-33.538125,-70.61999999999999,2025-04-28 21:11:51,Q8_9_10,Autopista Central
2376,zombie,Evento tipo zombie,-33.538125,-70.61999999999999,2025-04-28 21:11:51,Q8_9_10,Providencia
2377,peaceful,Evento tipo peaceful,-33.538125,-70.61999999999999,2025-04-28 21:11:51,Q8_9_10,Apoquindo Las Condes
2378,desconocido,Evento tipo desconocido,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Ñuñoa Plaza Egaña
2379,LOL,Evento tipo LOL,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Macul
2380,happy,Evento tipo happy,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Pudahuel
2381,sunny,Evento tipo sunny,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Lo Barnechea
2382,inlove,Evento tipo inlove,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Maipú
2383,zombie,Evento tipo zombie,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Quinta Normal
2384,peaceful,Evento tipo peaceful,-33.538125,-70.57999999999998,2025-04-28 21:11:59,Q8_9_11,Alameda Centro
2385,desconocido,Evento tipo desconocido,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Independencia
2386,happy,Evento tipo happy,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Providencia
2387,ninja,Evento tipo ninja,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Independencia
2388,zombie,Evento tipo zombie,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,San Bernardo
2389,inlove,Evento tipo inlove,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Lo Prado
2390,sunny,Evento tipo sunny,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Grecia Ñuñoa
2391,peaceful,Evento tipo peaceful,-33.538125,-70.53999999999999,2025-04-28 21:12:08,Q8_9_12,Grecia Ñuñoa
2392,desconocido,Evento tipo desconocido,-33.538125,-70.49999999999999,2025-04-28 21:12:16,Q8_9_13,Ñuñoa Plaza Egaña
2393,desconocido,Evento tipo desconocido,-33.538125,-70.46,2025-04-28 21:12:24,Q8_9_14,Ñuñoa Plaza Egaña
2394,desconocido,Evento tipo desconocido,-33.538125,-70.41999999999999,2025-04-28 21:12:33,Q8_9_15,Av. La Florida
2395,desconocido,Evento tipo desconocido,-33.50125000000001,-70.97999999999999,2025-04-28 21:12:41,Q8_10_1,Vespucio Sur
2396,desconocido,Evento tipo desconocido,-33.50125000000001,-70.93999999999998,2025-04-28 21:12:49,Q8_10_2,Providencia
2397,desconocido,Evento tipo desconocido,-33.50125000000001,-70.89999999999999,2025-04-28 21:12:57,Q8_10_3,Macul
2398,desconocido,Evento tipo desconocido,-33.50125000000001,-70.85999999999999,2025-04-28 21:13:06,Q8_10_4,Camino a Melipilla
2399,desconocido,Evento tipo desconocido,-33.50125000000001,-70.82,2025-04-28 21:13:14,Q8_10_5,Peñalolén
2400,desconocido,Evento tipo desconocido,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:22,Q8_10_6,Camino a Melipilla
2401,happy,Evento tipo happy,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:22,Q8_10_6,Quinta Normal
2402,peaceful,Evento tipo peaceful,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:22,Q8_10_6,Costanera Norte
2403,happy,Evento tipo happy,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:23,Q8_10_6,Av. La Florida
2404,peaceful,Evento tipo peaceful,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:23,Q8_10_6,La Cisterna
2405,zombie,Evento tipo zombie,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:23,Q8_10_6,Plaza Italia
2406,inlove,Evento tipo inlove,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:23,Q8_10_6,Recoleta
2407,ninja,Evento tipo ninja,-33.50125000000001,-70.77999999999999,2025-04-28 21:13:23,Q8_10_6,Providencia
2408,desconocido,Evento tipo desconocido,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Vespucio Sur
2409,zombie,Evento tipo zombie,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Alameda Centro
2410,peaceful,Evento tipo peaceful,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Vespucio Sur
2411,happy,Evento tipo happy,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Alameda Centro
2412,sunny,Evento tipo sunny,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Independencia
2413,LOL,Evento tipo LOL,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Vespucio Sur
2414,ninja,Evento tipo ninja,-33.50125000000001,-70.74,2025-04-28 21:13:31,Q8_10_7,Grecia Ñuñoa
2415,desconocido,Evento tipo desconocido,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,Apoquindo Las Condes
2416,police,Evento tipo police,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,Recoleta
2417,happy,Evento tipo happy,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,La Cisterna
2418,LOL,Evento tipo LOL,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,Alameda Centro
2419,peaceful,Evento tipo peaceful,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,Ñuñoa Plaza Egaña
2420,zombie,Evento tipo zombie,-33.50125000000001,-70.69999999999999,2025-04-28 21:13:39,Q8_10_8,Camino a Melipilla
2421,desconocido,Evento tipo desconocido,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Recoleta
2422,hazard,Evento tipo hazard,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Vespucio Norte
2423,peaceful,Evento tipo peaceful,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Av. La Florida
2424,cool,Evento tipo cool,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Providencia
2425,happy,Evento tipo happy,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Macul
2426,zombie,Evento tipo zombie,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Independencia
2427,sunny,Evento tipo sunny,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Peñalolén
2428,LOL,Evento tipo LOL,-33.50125000000001,-70.65999999999998,2025-04-28 21:13:48,Q8_10_9,Estación Central
2429,desconocido,Evento tipo desconocido,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Alameda Centro
2430,happy,Evento tipo happy,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Vespucio Sur
2431,sunny,Evento tipo sunny,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Quinta Normal
2432,zombie,Evento tipo zombie,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Ñuñoa Plaza Egaña
2433,ninja,Evento tipo ninja,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Vespucio Sur
2434,LOL,Evento tipo LOL,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Pudahuel
2435,peaceful,Evento tipo peaceful,-33.50125000000001,-70.61999999999999,2025-04-28 21:13:56,Q8_10_10,Vespucio Norte
2436,desconocido,Evento tipo desconocido,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Apoquindo Las Condes
2437,happy,Evento tipo happy,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Camino a Melipilla
2438,zombie,Evento tipo zombie,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Recoleta
2439,inlove,Evento tipo inlove,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Puente Alto
2440,LOL,Evento tipo LOL,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Vespucio Norte
2441,sunny,Evento tipo sunny,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,Maipú
2442,peaceful,Evento tipo peaceful,-33.50125000000001,-70.57999999999998,2025-04-28 21:14:05,Q8_10_11,San Joaquín
2443,desconocido,Evento tipo desconocido,-33.50125000000001,-70.53999999999999,2025-04-28 21:14:13,Q8_10_12,Independencia
2444,happy,Evento tipo happy,-33.50125000000001,-70.53999999999999,2025-04-28 21:14:13,Q8_10_12,Costanera Norte
2445,sunny,Evento tipo sunny,-33.50125000000001,-70.53999999999999,2025-04-28 21:14:13,Q8_10_12,Vespucio Sur
2446,zombie,Evento tipo zombie,-33.50125000000001,-70.53999999999999,2025-04-28 21:14:13,Q8_10_12,Los Dominicos
2447,peaceful,Evento tipo peaceful,-33.50125000000001,-70.53999999999999,2025-04-28 21:14:13,Q8_10_12,Apoquindo Las Condes
2448,desconocido,Evento tipo desconocido,-33.50125000000001,-70.49999999999999,2025-04-28 21:14:21,Q8_10_13,Macul
2449,desconocido,Evento tipo desconocido,-33.50125000000001,-70.46,2025-04-28 21:14:30,Q8_10_14,San Joaquín
2450,desconocido,Evento tipo desconocido,-33.50125000000001,-70.41999999999999,2025-04-28 21:14:38,Q8_10_15,La Cisterna
2451,desconocido,Evento tipo desconocido,-33.464375,-70.97999999999999,2025-04-28 21:14:46,Q8_11_1,Quinta Normal
2452,peaceful,Evento tipo peaceful,-33.464375,-70.97999999999999,2025-04-28 21:14:46,Q8_11_1,Maipú
2453,happy,Evento tipo happy,-33.464375,-70.97999999999999,2025-04-28 21:14:46,Q8_11_1,Pudahuel
2454,sunny,Evento tipo sunny,-33.464375,-70.97999999999999,2025-04-28 21:14:46,Q8_11_1,San Joaquín
2455,desconocido,Evento tipo desconocido,-33.464375,-70.93999999999998,2025-04-28 21:14:54,Q8_11_2,Apoquindo Las Condes
2456,happy,Evento tipo happy,-33.464375,-70.93999999999998,2025-04-28 21:14:54,Q8_11_2,Estación Central
2457,LOL,Evento tipo LOL,-33.464375,-70.93999999999998,2025-04-28 21:14:54,Q8_11_2,San Miguel
